BDRC Resource ID,Gender,DOB,DOD,Traditions,Wiki-ID Traditions,label_bo,label_zh-hans,label_en,Alias_bo_1,Alias_bo_2,Alias_bo_3,Alias_bo_4,Alias_bo_5,Alias_bo_6,Alias_bo_7,Alias_bo_8,Alias_bo_9,Alias_bo_10,Alias_bo_11,Alias_bo_12,Alias_bo_13,Alias_bo_14,Alias_bo_15,Alias_bo_16,Alias_bo_17,Alias_zh_1,Alias_zh_2,Alias_en_1,Alias_en_2,Alias_en_3,Alias_en_4
P2025,Female,,,,,ཆོས་སྐྱོང་སྐྱིད།,,,,,,,,,,,,,,,,,,,,,,,,,
P1553,Male,,,,,དཀྱིལ་ཁང་བ་སངས་རྒྱས་རྒྱ་མཚོ།,,,སངས་རྒྱས་རྒྱ་མཚོ།,,,,,,,,,,,,,,,,,,,,,,
P1GS88476,,,,,,ངམ་རྫོང་པ།,,,,,,,,,,,,,,,,,,,,,,,,,
P3672,Male,,,,,ཆུ་ཆལ་མོན་གྲགས།,,chu chal Mon grags,,,,,,,,,,,,,,,,,,,,,,,
P1319,Male,,,,,དབོན་དཔལ་ཆེན་རྡོ་རྗེ་གཞོན་ནུ།,,,དཔལ་ཆེན་རྡོར་སེང་།,ཐ་མ་བ་རྡོ་རྗེ་གཞོན་ནུ།,དབོན་དཔལ་ཆེན་རྡོར་གཞོན།,རྡོ་རྗེ་གཞོན་ནུ།,ཐག་མ་བ་རྡོ་རྗེ་གཞོན་ནུ།,,,,,,,,,,,,,,,,,,
P1KG5858,,,,,,སློབ་དཔོན་མ་འགགས་པ།,,,གནས་བརྟན་མ་འགགས་པ།,མ་འགགས་པ།,,,,,,,,,,,,,,,,,,,,,
P1199,Male,1920,,,,རོང་བོ་དགེ་བཤེས་དགེ་འདུན་བསྟན་འཛིན།,,,དགེ་འདུན་བསྟན་འཛིན།,,,,,,,,,,,,,,,,,,,,,,
P10648,Male,,,,,རྟ་སྟོན་གཟི་བརྗིད།,,,གཟི་བརྗིད།,,,,,,,,,,,,,,,,,,,,,,
P9210,Male,1972,,Sakya,Q650035,མཁན་པོ་ཐུབ་བསྟན་སྙིང་པོ།,,,ཁང་གསར་མཁན་ཆེན་ངག་དབང་མཁྱེན་བརྩེ་ཐུབ་བསྟན་སྙིང་པོ།,ངག་དབང་མཁྱེན་བརྩེ་ཐུབ་བསྟན་སྙིང་པོ།,ཐུབ་བསྟན་སྙིང་པོ།,,,,,,,,,,,,,,,,,,,,
P2LS210,,,,,,རྒྱལ་མཚན་དངོས་གྲུབ།,,,,,,,,,,,,,,,,,,,,,,,,,
P10106,Male,,,,,གསང་བདག་བདེ་ཆེན་ལྷུན་གྲུབ།,,,བདེ་ཆེན་ལྷུན་གྲུབ།,,,,,,,,,,,,,,,,,,,,,,
P6445,Male,,,,,ར་རྫ་དཀོན་མཆོག,,,,,,,,,,,,,,,,,,,,,,,,,
P2CZ7506,,,,Geluk,Q319218,ངག་དབང་ཆོས་གྲགས་རྒྱ་མཚོ་དཀོན་མཆོག་གྲུབ་པའི་སྡེ།,,,ངག་དབང་ཆོས་གྲགས་རྒྱ་མཚོ།,,,,,,,,,,,,,,,,,,,,,,
P7792,Male,,,,,འབྲོང་སྟེང་པ་སངས་རྒྱས་ཚུལ་ཁྲིམས།,,,སངས་རྒྱས་ཚུལ་ཁྲིམས།,,,,,,,,,,,,,,,,,,,,,,
P8071,Male,1934,1952,,,དགུ་རོང ༠༤་གར་དབང་འགྲོ་འདུལ་རྡོ་རྗེ།,,,གར་དབང་འགྲོ་འདུལ་རྡོ་རྗེ།,དགུ་རོང ༠༤,,,,,,,,,,,,,,,,,,,,,
P8352,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4CZ15562,,,,,,སློབ་དཔོན་མཐོ་བཙུན་ཏྲི་པི་ཊ་ཀ་མ་ལ།,,,ཏྲི་པི་ཊ་ཀ་མ་ལ།,,,,,,,,,,,,,,,,,,,,,,
P1554,Male,1541,1602,Geluk,Q319218,རྒྱུད་སྨད་ཆོས་རྗེ་རྣམ་རྒྱལ་དཔལ་བཟང་།,,,རྣམ་རྒྱལ་དཔལ་བཟང་།,,,,,,,,,,,,,,,,,,,,,,
P1320,Male,1129,1215,,,སྦལ་ཏི་ཇོ་སྲས།,,,"ཇོ་སྲས,་སྦལ་ཏི།",སྦལ་ཏི་ཆེན་པོ་བརྩོན་འགྲུས་དབང་ཕྱུག,སྦལ་ཏི་བརྩོན་འགྲུས་དབང་ཕྱུག,,,,,,,,,,,,,,,,,,,,
P1574,Male,1635,1688,Geluk,Q319218,ངག་དབང་བློ་གྲོས་རྒྱ་མཚོ།,,Lodro Gyatso,ཁྲི་རྒྱ་ནག་པ་བློ་གྲོས་རྒྱ་མཚོ།,ཁྲི ༤༤་ངག་དབང་བློ་གྲོས་རྒྱ་མཚོ།,ཁྲི་ཆེན་བློ་གྲོས་རྒྱ་མཚོ།,རྒྱ་ནག་པ་ངག་དབང་བློ་གྲོས་རྒྱ་མཚོ།,ཁྲི་ཆེན་ཀླུ་འབུམ་པ་ངག་དབག་བློ་གྲོས་རྒྱ་མཚོ།,དགའ་ལྡན་ཁྲི་པ ༤༤,འཇམ་དབྱངས་བླ་མ་ངག་དབང་བློ་གྲོས།,འབྲས་སྤུངས་སྒོ་མང་གྲྭ་ཚང་གི་མཁན་ཐོག ༢༨,"བློ་གྲོས་རྒྱ་མཚོ,་ཀླུ་འབུམ།",ཀླུ་འབུམ་བློ་གྲོས་རྒྱ་མཚོ།,,,,,,,,,,,,,
P1963,Male,,,,,རས་ཆེན་རིན་ཆེན་རྒྱ་མཚོ།,,,རིན་ཆེན་རྒྱ་མཚོ།,,,,,,,,,,,,,,,,,,,,,,
P6514,Male,,,,,ཡ་ཚེ་རྒྱལ་པོ།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS12285,,,,Geluk,Q319218,བྱང་རྩེ་མཁན་སྤྲུལ་བློ་བཟང་དགེ་ལེགས་རྒྱ་མཚོ།,,,རོང་པོ་དགོན་ཆེན་གདན་རབས ༥༢,བློ་བཟང་དགེ་ལེགས་རྒྱ་མཚོ།,,,,,,,,,,,,,,,,,,,,,
P1163,Male,,,,,རྒྱལ་རོང་ཡོན་ཏན་རྒྱ་མཚོ།,,,ཡོན་ཏན་རྒྱ་མཚོ།,,,,,,,,,,,,,,,,,,,,,,
P10094,Male,,,,,རྗེ་བཙུན་རཏྣ་ཤྲཱི།,,,རཏྣ་ཤྲཱི།,,,,,,,,,,,,,,,,,,,,,,
P6785,Male,1835,1895,Geluk,Q319218,བླ་མ་དཀར་པོ ༠༡་བྱམས་པ་མཐུ་སྟོབས་ཀུན་དགའ་རྒྱལ་མཚན།,,,བྱམས་པ་མཐུ་སྟོབས་ཀུན་དགའ་རྒྱལ་མཚན།,བླ་མ་དཀར་པོ ༠༡,,,,,,,,,,,,,,,,,,,,,
P3099,Male,,,Kagyu,Q471187,ཁྲོ་ཕུ་མཁན་ཆེན་རིན་ཆེན་སེངྒེ,,,རིན་ཆེན་སེངྒེ,ཡང་རྩེ་བ་རིན་ཆེན་སེངྒེ,,,,,,,,,,,,,,,,,,,,,
P6142,Male,,,,,འཛམ་གླིང་བདེ་བའི་རྡོ་རྗེ།,,,"བདེ་བའི་རྡོ་རྗེ,་འཛམ་གླིང་།",,,,,,,,,,,,,,,,,,,,,,
P7247,Male,,,,,སྔགས་རམས་པ་བསོད་ནམས་ལུང་རིགས།,,,བསོད་ནམས་ལུང་རིག,,,,,,,,,,,,,,,,,,,,,,
P650,Male,1604,1669,,,ཟུར་སྟོན་ཆོས་དབྱིངས་རང་གྲོལ།,,,ཟུར་ཆོས་དབྱིངས་རང་གྲོལ།,"འཕྲིན་ལས་རབ་རྒྱས,་ཟུར།",དཔལ་འབྱོར་འཕྲིན་ལས་རབ་རྒྱས།,ཟུར་སྟོན་དཔལ་འབྱོར་འཕྲིན་ལས་རབ་རྒྱས།,ཆོས་དབྱིངས་རང་གྲོལ།,གཟིམས་པ་རྟ་མགོ་སྤྲུལ་སྐུ ༠༡,ཟུར་ཆེན་ཆོས་དབྱིངས་རང་གྲོལ།,,,,,,,,,,,,,,,,
P7922,Male,,,,,གཏེར་སྟོན་དགེ་འདུན་ཡར་འཕེལ།,,,དགེ་འདུན་ཡར་འཕེལ།,,,,,,,,,,,,,,,,,,,,,,
P4448,Female,,,,,ཨ་རིག་གཟའ་ཚེ་རིང་སྒྲོལ་མ།,,,ཚེ་རིང་སྒྲོལ་མ ༠༢,,,,,,,,,,,,,,,,,,,,,,
P10231,Male,,,,,ཁ་རེག་དགོན་བླ་མ་སྐྱེ་བརྒྱུད།,,,གོང་དཀར་ཁ་རེག་དགོན་བླ་མ་སྐྱེ་བརྒྱུད།,,,,,,,,,,,,,,,,,,,,,,
P8220,Male,,,,,ལོ་ཙཱ་བ་དེ་བ་ཙནྡྲ།,,,དེ་བ་ཙནྡྲ།,,,,,,,,,,,,,,,,,,,,,,
P5722,Male,,,,,འཕགས་མཆོག་བསོད་ནམས་དར།,,,བསོད་ནམས་དར།,,,,,,,,,,,,,,,,,,,,,,
P4CZ15124,,,,,,ལོ་ཙ་བ་ཐོ་གར་དགེ་མཛེས།,,,ཐོ་གར་དགེ་མཛེས།,སྤྱིལ་ཅོག་ཐོ་གར་དགེ་མཛེས།,,,,,,,,,,,,,,,,,,,,,
P837,Male,1702,1776,,,སྤ་སྒར་དགེ་བཤེས་ངག་དབང་ཀུན་དགའ་རྒྱ་མཚོ།,,,ངག་དབང་ཀུན་དགའ་རྒྱ་མཚོ།,,,,,,,,,,,,,,,,,,,,,,
P9948,Male,,,,,ཤེར་འབྱུང་སྦས་པ།,,prajnakaragupta,,,,,,,,,,,,,,,,,,,,,,,
P8LS12027,,,,,,ངག་དབང་ནམ་མཁའ,,,འབྲས་སྤུངས་སྒོ་མང་གྲྭ་ཚང་གི་མཁན་ཐོག ༣༥,ལ་མོ་ངག་དབང་ནམ་མཁའ,ཧར་གདོང་ལ་མོ་ངག་དབང་ནམ་མཁའ,,,,,,,,,,,,,,,,,,,,
P10393,Male,,,,,སྦྱོར་ར་ཆུང་ཚང་སྤྲུལ་སྐུའི་སྐྱེ་བརྒྱུད།,,,,,,,,,,,,,,,,,,,,,,,,,
P6807,Male,1868,1922,Geluk,Q319218,ཏཱ་དབོན ༠༤་དབུ་སེ་བ།,,,དབུ་སེ་བ།,ཏཱ་དབོན ༠༤,,,,,,,,,,,,,,,,,,,,,
P2014,Male,,,,,རྒྱལ་སྲས་ཀརྨ་ཕུན་ཚོགས་དབང་ཕྱུག,,,ཀརྨ་ཕུན་ཚོགས་དབང་ཕྱུག,,,,,,,,,,,,,,,,,,,,,,
P3768,Male,,,ShangpaKagyu,Q365116,གནས་རྙིང་པ་ཆོས་ཀྱི་རྒྱལ་མཚན།,,,ཆོས་ཀྱི་རྒྱལ་མཚན།,,,,,,,,,,,,,,,,,,,,,,
P1893,Male,,,Geluk,Q319218,དན་ཏིག་ཞབས་དྲུང་འཇམ་དབྱངས་གྲགས་པ།,,,འཇམ་དབྱངས་གྲགས་པ།,,,,,,,,,,,,,,,,,,,,,,
P2904,Male,,,,,ཟུར་ཤཱཀྱ་བཤེས་གཉེན།,,,ཤཱཀྱ་བཤེས་གཉེན།,,,,,,,,,,,,,,,,,,,,,,
P7415,Male,1330,1400,,,"ལོ,་ཀུཨན་ཆུང་།",,,ལོའོ་ཀོན་ཀྲུང་།,,,,,,,,,,,,,,,,,,,,,,
P3JT13784,,,,,,དགེ་བགྲེས་དམ་ཆོས་ལྷུན་གྲུབ།,,,དམ་ཆོས་ལྷུན་གྲུབ།,,,,,,,,,,,,,,,,,,,,,,
P6378,Male,1945,,Nyingma,Q848771,རྒྱ་ར་སྤྲུལ་སྐུ་ཁྲོས་མ།,,,"ཁྲོས་མ,་རྒྱ་ར་སྤྲུལ་སྐུ།",ཨོ་རྒྱན་ཆོས་ཀྱི་རྒྱལ་མཚན།,,,,,,,,,,,,,,,,,,,,,
P8812,Male,,,,,"ལི,་ཧྲི་ཀྲེང་།",,,ཧྲི་ཀྲེང་ལི།,,,,,,,,,,,,,,,,,,,,,,
P2496,Male,,,,,ལེགས་གླིང་སློབ་དཔོན།,,,ལེགས་གླིང་སློབ་དཔོན་བསོད་ནམས་རྒྱ་མཚོ།,བསོད་ནམས་རྒྱ་མཚོ།,,,,,,,,,,,,,,,,,,,,,
P2217,Male,,,,,འོད་ཟེར་ལྡེ།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS13570,,,,,,གངྒཱ་ཛ་ན་རཏྣ།,,,,,,,,,,,,,,,,,,,,,,,,,
P9440,Male,,,Geluk,Q319218,སྒོམ་ཞིས་གྲུབ་ཆེན ༠༢་མཆོག་གྲུབ་རྒྱལ་མཚན།,,,མཆོག་གྲུབ་རྒྱལ་མཚན།,སྒོམ་ཞིས་གྲུབ་ཆེན ༠༢,,,,,,,,,,,,,,,,,,,,,
P6212,Male,1923,2008,,,མི་ཉག་མགོན་པོ།,,,,,,,,,,,,,,,,,,,,,,,,,
P8104,Male,1970,,,,དགེ་འདུན་བཀྲ་ཤིས།,,,ལྕང་སྐྱ་དགེ་འདུན་བཀྲ་ཤིས།,,,,,,,,,,,,,,,,,,,,,,
P8LS15075,,,,,,བསོད་ནམས་སྡེ།,,,,,,,,,,,,,,,,,,,,,,,,,
P2402,Male,,,,,སྨོན་ལམ་བཟང་པོ་རིན་ཆེན།,,,ཨ་རིག་དགེ་བཤེས་སྨོན་ལམ་བཟང་པོ་རིན་ཆེན།,,,,,,,,,,,,,,,,,,,,,,
P7422,Male,,,,,པདྨ་བདུད་འདུལ་རྡོ་རྗེ།,,,འཁྲུལ་ཞིག་བྱང་ཆུབ་གླིང་པ།,,,,,,,,,,,,,,,,,,,,,,
P1EE9,,,,,,བསྟན་འཛིན་གྲགས་པ།,,,,,,,,,,,,,,,,,,,,,,,,,
P2290,Male,,,,,ནམ་མཁའ་དཔལ་ལྡན་མཛེས་པ།,,,,,,,,,,,,,,,,,,,,,,,,,
P8211,Male,,,,,སློབ་དཔོན་བིདྱཱ་ཀ་ར་པྲ་བྷཱ།,,,བིདྱཱ་ཀ་ར་པྲ་བྷཱ།,མཁན་པོ་བིདྱཱ་ཀ་ར་པྲ་བྷ།,,,,,,,,,,,,,,,,,,,,,
P00KG02664,Female,,,,,རི་སུལ་གྱི་རྣལ་འབྱོར་མ།,,,ཁ་སར་པཱ་ཎི་རི་སུལ་གྱི་རྣལ་འབྱོར་མ།,,,,,,,,,,,,,,,,,,,,,,
P3JM1,,,,,,བསོད་ནམས་རྒྱ་མཚོ།,,,,,,,,,,,,,,,,,,,,,,,,,
P4CZ366922,,,,,,གླང་རུ་ནོར་བུ་ཚེ་རིང་།,,,ནོར་བུ་ཚེ་རིང་།,,,,,,,,,,,,,,,,,,,,,,
P10004,Male,,,,,སེ་བཙུན་དབང་ཕྱུག་གཞོན་ནུ།,,,དབང་ཕྱུག་གཞོན་ནུ།,,,,,,,,,,,,,,,,,,,,,,
P5654,Male,,,,,ཀ་ན་ཀ་ཝརྨ།,,,གསེར་གྱི་གོ་ཆ།,,,,,,,,,,,,,,,,,,,,,,
P8LS15546,,,,,,ཤོ་མོ་བ་ཨ་ཙ་ར།,,,ཨ་ཙ་ར།,,,,,,,,,,,,,,,,,,,,,,
