BDRC_ID,PlaceType,label_bo,label_zh-hans,label_en,label_zh-pinin,label_mn-x-trans,alias_bo,alias_zh-hans,alias_en,alias_zh-pinin,alias_mn-x-trans,Latitude,Longitude,FoundedOn,ConvertedOn
G2715,monastery,ཁྲི་འདུ་སྐལ་བཟང་དགོན།,尕藏寺,Tridu Kelzang Gon,,,སྐལ་བཟང་དཔལ་འབྱོར་གླིང་།,,,gazang si,,,,,
G4718,monastery,ཕ་ཇོ་སྡིངས།,,phajoding monastery,,,ཕ་ཇོ་ལྡིང་དགོན་པ།,,,,,,,,
G4599,monastery,འབེན་རྫ་དགོན།,本扎寺,,,,,,,benzha si,,30.13629,91.44667,1550,
G4855,monastery,ཁང་ཐོག་དགོན།,康多寺,,,,ཁང་ཐོག་དགོན་ཡོན་ཆབ་དར་རྒྱས་གླིང་།,,,kangduo si,,35.04823,103.53796,1678,
G1PD96027,monastery,ཨུ་ཤི་བྲག་དགོན་ཆེན།,梧石沟寺,,,,ཨུ་ཤི་བྲག་དགོན་ཆེན་བཤད་སྒྲུབ་ཆོས་འཁོར་གླིང་།,崖尔寺/崖寺,,maojia si,,35.92460,102.76515,1596,
G1KR1586,monastery,བུམ་པ་དགོན།,朋巴寺,,,,,,,pengba si,,29.38333,87.45000,1400,
G3944,monastery,མེ་རི་དགོན།,麦日寺,,,,བཀྲ་ཤིས་ཉི་ཤར་མེ་རི་དགོན།,,,mairi si,,32.51667,97.85000,1400,
G2232,monastery,ཟ་རང་དགོན།,,,,,,,,,,,,,
G1KR733,monastery,སྤང་དོག་དགོན།,崩土寺,,,,,,,beng tu si,,29.28333,99.55000,,
G446,monastery,ས་སེར་དགོན་པ།,,,,,སྤོམ་པོ་སྒང་ས་སེར་དགོན་པ།,,,,,,,,
G2815,monastery,ཚོང་འདུས་གྲྭ་ཚང་།,丛堆寺,,,,ཚོང་འདུས་ཚོགས་པ།,,,congdui si,,29.23605,91.39941,1200,
G1573,monastery,བོན་པོ་དགོན།,英珠能寺,,,,བོན་པོ་གཡུང་དྲུང་དགོན།,,,yingzhuneng si,,31.65000,99.83334,,
G2408,monastery,བུད་ནུབ་དགོན།,,,,,,,,,,,,,
G3071,monastery,ལྕི་རོང་རོ་ལམ་དགོན།,,,,,བསྭོ་ལྕི་རོང་རོ་ལམ་དགོན།,,,,,,,,
G1KR1376,monastery,,当普寺,,,,,拉孜寺,,Dangpuzengdeng si,,30.85000,95.00000,,
G1KR784,monastery,དགའ་ལྡན་སྲོང་བཙན་གླིང་།,噶丹松赞林寺,,,,,归化寺,,zixia xinsi,,27.86667,99.68333,1681,
G4382,monastery,སྒར་སྡེ་དགོན་པ།,,,,,,,,,,,,,
G1KR2402,monastery,བདེ་ཆེན་རི་ཁྲོད།,满丛德庆寺,,,,,,,mancong deqing si,,35.45450,102.06116,1685,
G3478,monastery,པདྨ་བཀོད།,,,,,བྱ་ཡུལ་པདྨ་བཀོད།,,,,,,,,
G1KR1757,monastery,རྨ་རོང་དགོན།,马荣寺,,,,གཡུང་དྲུང་ལྷ་བྲག་གླིང་།,哪荣寺,,marong si,,31.897320,94.591644,1390,
G2565,monastery,ཤུལ་མ་དགོན།,休马寺,,,,,休玛寺,,xiuma si,,33.40897,97.28081,1800,
G1KR728,monastery,གླག་ཚང་དགོན།,雅仲寺,,,,,,,ya zhong si,,29.10000,99.65000,,
G346,monastery,སྟོད་ལུང་རྣམ་རྒྱལ་དགོན།,,,,,རྣམ་རྒྱལ་དགོན ༼སྟོད་ལུང༽,,,,,,,,
G4940,monastery,ཨ་འཚོང་ཆོས་སྡེ།,,,,,,,,,,,,,
G1KR1539,monastery,ལྕང་ར་དགོན།,江热寺,,,,མྱང་སྟོད་ལྕང་ར་དཔལ་འབར་གྱི་དགོན།,,,jiangre si,,28.90000,89.56667,1050,1413
G2KR108,monastery,ཀུན་ཏུ་དགའ་རབ་གླིང་།,,,,Setsen khanii khuree,,,,,Gundgaravlin,47.3122,110.6508167,1660,
G3JT12575,printery,དཔལ་རི་རྡོ་རྗེ་གདན་གྱི་པར་ཁང་།,,,,,,,,,,,,,
G4540,monastery,དབང་བཟང་ཞང་།,,,,,,,,,,,,,
G3JT12579,printery,རྩེ་བདེ་ཡངས་ཤར་གྱི་པར་ཁང་།,,,,,,,,,,,,,
G1851,monastery,ལན་འགྲོ་གོང་མའི་སྔགས་ཁང་།,上篮角俄康,,,,ལན་འགྲོ་གོང་མའི་སྔགས་ཁང་།,上兰角俄康,,shanglanjue ekang,,35.92498,101.48728,1290,
G1KR186,monastery,ཨ་འདུས་དགོན་འགབ་མ།,下安斗寺,,,,ཨ་འདུས་དགོན་དགེ་ལྡན་ཐུབ་བསྟན་རབ་རྒྱས་གླིང་།,,,xia andou si,,32.99731,101.52958,1410,
G4534,monastery,སྟོང་ཤགས་དགོན།,羊官寺,,,,སྟོང་ཤགས་བཀྲ་ཤིས་ཆོས་གླིང་།,,,yangguan si,,36.57999,102.48028,1413,
G003JR177,monastery,གཙོ་ཚང་དགོན།,,,,,གཙོ་ཚང་སྨིན་གྲོལ་བསྟན་རྒྱས་གླིང་།,,,,,,,,
G1PD96168,monastery,རྭ་ཟའི་སྟག་དགོན་པ།,加干若寺,,,,,斗后寺,,jiaganruo si,,36.08274,102.40129,,
G3460,monastery,ལོ་མདའ་ཕག་མོ་དགོན།,帕姆寺,,,,ཕག་མོ་དགོན།,,,pamu si,,29.84572,91.57536,1150,
G4071,monastery,གཡུང་དྲུང་བདེ་ལྡན་གླིང་།,自布寺,,,,,,,zibu si,,30.85000,101.93333,,
G1KR1107,monastery,,马贡西寺,,,,,麻贡西寺,,,,30.41667,98.88333,,
G1KR1622,monastery,གཡེ་དམར་དགོན།,艾旺寺,,,,,,,aiwang si,,28.46667,89.61667,1025,1500
G1KR2117,monastery,ལ་གྲོལ་ནེ་ཟི།,拉卓奈寺,,,,,拉桌奈寺,,,,36.69310,101.17932,,
G3682,monastery,ཡ་སོ་དགོན།,,,,,,,,,,,,,
G1750,monastery,སྟག་ལུང་དགོན།,,,,,སྟག་ལུང་དགོན་ཀ་དག་སྤྲོས་བྲལ་གླིང་།,,,,,,,,
G4189,monastery,བསམ་འགྲུབ་དགོན།,,,,,ལྷོ་བྲག་བསམ་འགྲུབ་དགོན།,,,,,,,,
G4853,monastery,བདེ་ཐང་དགོན།,德唐寺,,,,དགའ་ལྡན་བསམ་འགྲུབ་གླིང་།,,,detang si,,34.60288,103.05635,1424,
G2920,monastery,རྫོང་ལེབ་དགོན།,,,,,,,,,,,,,
G00AG01802,monastery,མཁར་རྒྱ་བོ་བྱ་ཁྱུང་དགོན་པ།,,,,,ཀོང་སྟོད་རྐྱེན་བྱ་ཁྱུང་དགོན།,,,,,,,,
G1KG15418,printery,གནས་རྙིང་པར་ཁང་།,,,,,,,,,,,,,
G301,monastery,ཤིས་ཚང་དགོན་གསར།,西仓新寺,,,,ཤིས་ཚང་སྒར་གསར་དགའ་ལྡན་བཤད་སྒྲུབ་ཆོས་འཁོར་གླིང་།,嘎丹谢珠曲科林,,gadan xiezhu qukelin,,34.56912,102.55889,1839,
G361,monastery,ཧའོ་དགོན་པ།,皓寺,Hawo Monastery,,,ཧའུ་དགོན་པ།,年木皓寺,Rongme Nyamo Hawo Monastery,,,29.30000,89.43212,,
G4548,monastery,བྱ་བྲང་དགོན།,萨让寺,,,,,,,sarang si,,34.02682,103.25842,0982,
G249,monastery,བྲག་དགོན།,嘎达寺,Drak Gon,,,མཆོག་དགའ་གླིང་།,珠亥贡,,,,36.56667,102.75000,0760,
G1KR1041,monastery,,东宗寺,,,,,益嘎寺,,Dongzong si,,32.45000,97.96667,,
G2066,monastery,འཆད་ཁ་དགོན།,怯喀寺,,,,འཆད་ཁ་རྙིང་པ།,,,qieka si,,29.82363,91.86028,1150,1500
G2CN10851,printery,སེ་ར་ཐེག་ཆེན་གླིང་བྱེས་གྲྭ་ཚང་གི་པར་ཁང་།,,,,,,,,,,,,,
G1692,monastery,ཆུ་ངོགས་དགོན།,曲欧寺,,,,སྡེ་དགེ་ཆུ་ངོགས་དགོན།,,,qu ou si,,32.30000,98.93333,1649,
G1KR1373,monastery,,夏欧寺,,,,,当普增登寺,,Dangpuzengdeng si,,30.80000,94.86667,,
G1KR40,monastery,གཟི་རོ་གཞུ་ཤུབས་དགོན།,惹如寺,,,,གཟི་གདོང་ཤུབས་དགོན།,,,reru si,,31.76314,101.52313,1386,
G1KR663,monastery,ཅོག་སྟེང་དགོན།,觉当寺,,,,,,,jue dang si,,32.01667,100.51667,,
G2LS579,monastery,རོང་ཆུན་ཕུ་རི་དགོན།,,,,,,,,,,,,,
G1KR1198,monastery,,玛贡扎西央启,,,,,,,,,30.65000,97.58334,,
G00EGS1016716,monastery,དགེ་རྒྱལ་ནག་ཚང་དགོན།,,,,,ནག་ཚང་དགོན ༼དགེ་རྒྱལ༽,,,,,,,,
G3529,monastery,རྟ་དབང་དགོན།,,tawang,,,,,,,,,,,
G2KR90,monastery,,,,Moli miao,Moroiin süm,,莫力庙,,Longyou si,Morui-yin süme,,,1679,
G186,monastery,རྫ་རོང་ཕུ་དགོན།,绒布寺,Rongpu Gon,,,རོང་ཕུ་དགོན།,,,rongbu si,,28.18333,86.83334,1800,
G2CN10855,printery,ཀེའུ་ཚང་བླ་བྲང་གི་པར་ཁང་།,,,,,,,,,,,,,
G3998,monastery,ཆ་ཕྲེང་བསམ་འཕེལ་གླིང་།,桑皮寺,,,,ཕྱག་འཕྲེང་བསམ་འཕེལ་གླིང་།,,,sangpi si,,28.93333,99.80000,,
G334,monastery,སྒ་སྟོད་ཟུར་དགོན་གསར།,,,,,ཟུར་དགོན་གསར ༼སྒ་སྟོད༽,,,,,,,,
G3787,monastery,དཀར་མཛའ་རི་ཁྲོད།,,,,,མི་ཉག་དཀར་མཛའ་རི་ཁྲོད།,,,,,,,,
G2KR138,monastery,,,,Wanxiang si,Wanxiang si,,万祥寺,,,,,,1739,
G387,monastery,མང་སྡེ་སྒ་སྒར།,,,,,,,,,,,,,
G4374,monastery,ལག་གཡས་དགོན་པ།,,,,,སྤོ་བོ་ལག་གཡས་དགོན་པ།,,,,,,,,
G4698,monastery,མཛོད་དགེ་དགོན་གསར།,,,,,དགའ་ལྡན་རབ་རྒྱས་གླིང་།,,,,,,,,
G434,monastery,གདན་ས་མཐིལ།,丹萨提寺,,,,ངོམ་ཤོད་ཕག་མོ་གྲུ་པའི་གདན་ས་ཐེལ།,,,dansati si,,29.34249,91.91177,1158,
G2632,monastery,ཝ་ཛོ་ཆོས་གླིང་དགོན།,哇佐求林寺,,,,,瓦佐求林寺,,wazuo qiulin si,,32.05253,95.99521,,
G1PD96300,monastery,རྩི་རྒྱང་སྒོམ་གྲྭ།,东湾寺,,,,,东湾寺,,dongwan si,,35.61175,102.69683,1709,
G1PD95984,monastery,ཧྲི་ཀྱའི་མཆོད་ཁང་།,史家佛寺,,,,,史家佛寺,,shijia fo si,,36.32999,102.84455,1987,
G4517,monastery,གཡམ་བྱ་ཆེ་དགོན།,,,,,,,,,,,,1885,
G1KR2305,monastery,ཏན་ཀྲོང་ཟི།,旦庄寺,,,,,,,danchuang si,,36.11912,102.37356,1796,
G2CN10862,printery,ཟུང་འཇུག་ཁམས་ཚན་གྱི་པར་ཁང་།,,,,,ཟུང་ཆུ་ཁམས་ཚན་གྱི་པར་ཁང་།,,,,,,,,
G1KR69,monastery,གཉན་ཙོ་དགོན།,,,(在 宗教史要 中位于黑水县的笨教寺院只有希维寺和维尔寺 - 后者建在知木林乡. ),,,,,,,32.17847,103.19376,0957,
G2662,monastery,ཅོག་ཙེ་དགེ་དགོན།,觉则改寺,,,,,,,juezegai si,,32.98012,95.61645,1882,
G3916,monastery,ཨོ་རྒྱན་བསམ་འཕེལ་ཆོས་གླིང་།,,,,,,,,,,,,,
G1KR1257,monastery,,色布寺,,,,,,,Sebu si,,30.01667,97.15000,,
G4086,monastery,མི་ཉག་རི་སློ་དགོན་པ།,日洛寺,,,,,,,riluo si,,29.88333,101.31667,1821,
G1PD96292,monastery,གདོང་སྣའི་སྒར་སོ་མ།,东那寺,,,,,东那寺,,dongna si,,35.67412,102.57857,1831,
G3JT12536,printery,བསོད་ནམས་ཀུན་སྡུད་གླིང་གི་པར་ཁང་།,,,,,ཨ་བ་ག་བསོད་ནམས་ཀུན་སྡུད་གླིང་གི་པར་ཁང་།,,,,,,,,
G1KR2614,monastery,སོག་པོ་དགོན།,合洛寺,,,,ཧོ་ལོ་ཟི།,合罗寺,,heluo si,,36.03284,100.76000,1900,
G1KR775,monastery,,牙庚寺,,,,,,,Yageng,,28.75000,100.88333,,
G2580,monastery,སྒྲོལ་མ་བྲག་རྩ་དགོན།,卓玛邦扎寺,,,,,卓玛邦杂寺,,zuoma bangzha si,,32.83312,97.15150,1160,
G1KR1981,monastery,ཀྭ་ཧྭ་དགོན།,噶哈寺,,,,ཀྭ་ཧྭ་དགོན་བཀྲ་ཤིས་དགེ་འཕེལ་གླིང་།,,,gaha si,,33.60095,104.29930,1750,
G1PD110074,monastery,གསང་སྔགས་ཆོས་གླིང་དགོན།,,,,,སྒྲུབ་སྡེ་གསང་སྔགས་རྡོ་རྗེ་གདན།,,,,,,,,
G1979,monastery,ཏ་ཁུ་རེ་དགོན་ཆེན།,,Takure Gonchen,,,ཀུ་རེ་ཆེན་མོ།,,,,,47.9263800000,106.9171000,1778,
G1KR1025,monastery,,卓东寺,,,,,,,Zhuodong si,,31.45000,98.78333,,
G2665,monastery,ལུང་དཀར་དགོན།,龙嘎寺,,,,ལུང་དཀར་ནོར་བུའི་གླིང་།,,,longga si,,,,,
G4827,monastery,མཛོད་དགེ་སྒར་གསར།,佐盖新寺,,,,མཛོད་དགེ་སྒར་གསར་དགའ་ལྡན་རབ་རྒྱས་གླིང་།,噶丹热吉林,,zuogai xinsi,,35.05498,103.13341,1750,
G1KR137,monastery,ཛ་འགོ་དགོན།,咱寺,,,,ཛ་འགོ་བྱང་ཆུབ་ཆོས་རྫོང་།,,,zan si,,32.22169,101.61107,1885,
G4816,monastery,བརྒྱ་མཁས་གསང་སྔགས་གླིང་།,,,,,,,,,,,,,
G4527,monastery,དགའ་ལྡན་དར་རྒྱས་གླིང་།,,,,,,,,,,,,,
G362,monastery,བསམ་སྡིངས་དགོན།,,,,,,,,,,,,,
G2CN10947,monastery,དཀར་མཛེས་ཁང་དམར་དགོན།,空玛寺,,,,མདོ་སྨད་ཁང་དམར་དགེ་ལྡན་བསམ་གྲུབ་གླིང་།,,,kongma si,,31.61667,100.01667,1662,
G4687,monastery,སྲིབ་མདའ་རྫོགས་ཆེན་དགོན།,,,,,རྫོགས་ཆེན་དགོན ༼སྲིབ་མདའ༽,,,,,,,,
G3690,monastery,སྒོ་མོ་དགོན།,,,,,,,,,,,,,
G1KR1869,monastery,,同果寺,,,,,,,Tongguo si,,30.21667,93.11667,,
G1KR2062,monastery,ཙ་ཡུས་རི་ཁྲོད་གསུམ།,扎油三静修院,,,,ཙ་ཡུས་ཁོངས་ཀྱི་རི་ཁྲོད་གསུམ།,扎油乡三座静修院,,zhayouxiang sanzuo jingxiuyuan,,34.98287,102.72699,,
G1904,monastery,ཨ་ཐིས་དགོན།,阿铁寺,,,,ཨ་ཐིས་དགོན་བསམ་གཏན་གླིང་།,阿铁静虑洲,,atie si,,35.73858,101.36000,1766,
G1PD105572,monastery,ཤ་བྲང་དགོན་པ།,欧后扎参康,,,,ནག་བཟའ་ཤ་བྲང་དགོན་པ།,欧后扎夏卜浪寺,,ouhouzha cankang,,35.32881,100.44677,1987,
G2079,monastery,ཁྲི་སྟག་དགོན།,,Lungsho Tritag Gon,,,ཁྲི་ལྟག་དགོན ༼རྒྱ་མ་ཁྲི་ཁང༽,,,,,,,,
G2CN10926,printery,སྤྲོ་བདེ་ཁང་གསར་པར་ཁང་།,,,,,ཤུགས་ལྡན་ལྕོག་སྤྲོ་བདེ་ཁང་གསར་པར་ཁང་།,,,,,,,,
G4496,monastery,དགའ་མལ་དགོན།,,,,,,,,,,,,,
G3734,monastery,ཏའོ་དགོན།,,,,,,,,,,,,,
G3047,monastery,འོད་གསལ་དགོན་པ།,,,,,ཞོགས་ཕུ་འོད་གསལ།,,,,,,,,
G498,monastery,ཡིལ་གོ་སན་ཁུ་རི་ཡེ།,,,,,,,,,,,,,
G1KR2898,monastery,གོར་མོ་དགོན་པ།,郭里木寺,,,,,一棵树寺,,guolimu si,,37.21000,97.38747,,
G2700,monastery,ཧ་ཤུལ་ཤོག་དགོན།,哈秀肖寺,,,,,,,haxiuxiao si,,35.02536,96.35094,1943,
G1KR2657,monastery,གསང་རུ་མ་དགོན་པ།,桑日麻寺,,,,,,,sang rima si,,33.66000,99.00000,1950,
G1KR1003,monastery,,崩亚寺,,,,,莫荣寺,,Bengya si,,32.06667,97.30000,,
G19,monastery,ཉག་བླ་སྒར།,,Nyakla Gar,,,,,,,,,,,
G1PD96290,monastery,སྒོ་རིས་གྲྭ་ཚང་།,古雷寺,,,,དགའ་ལྡན་འཕེལ་རྒྱས་གླིང་།,,,gulei si,,35.65000,102.65000,1363,1644
G1KR1745,monastery,,孜日寺,,,,,自日寺,,Ziri si,,31.76667,90.13333,,
G3376,monastery,སྤོས་དགའ་དགོན།,,,,,ཡེར་པ་སྤོས་དགའ,,,,,,,,
G1KG12672,printery,བདེ་ཆེན་ལྷུན་གྲུབ་གླིང་པར་ཁང་།,,,,,,,,,,,,,
G1KR1714,monastery,,色布寺,,,,,,,Sebu si,,31.53333,88.43333,,
G1KR1616,monastery,གྱང་རོང་སེར་སྡིང་།,色丁寺,,,,,,,Serding,,28.58333,89.66666,1820,
G4336,monastery,རྩི་ནང་དགོན་པ།,孜朗寺,,,,རྔ་ཡུལ་རྩི་ནང་དགོན་དཔལ་མི་འགྱུར་ངེས་དོན་བདེ་ཆེན་གླིང་།,孜郎寺,,zilang si,,33.03506,101.56153,1429,
G1KR788,monastery,,格咱绕丹寺,,,,,,,Gezanraodan si,,28.21667,99.73333,1640,
G4120,monastery,ཏེས་རོ་དགོན།,,,,,,,,,,,,,
G2CN10921,printery,སྟོད་ལུང་མཚུར་ཕུའི་པར་ཁང་།,,,,,,,,,,,,,
G1KR2031,monastery,མཚེའུ་རུ་མའི་སེར་སྡེ།,采日玛塞德寺,,,,,,,cairima saide si,,33.47343,102.28278,1725,
G2KR50,monastery,,,,Fanzong si,Fanzong si,,北大庙,,Beida miao,,,,1743,
G1KR129,monastery,བོ་ཀ་འབྲུག་དགོན།,,,,,,,,,,32.15101,101.72086,,
G2702,monastery,ར་ཚང་ཤོག་དགོན་པ།,热仓肖寺,,,,,,,recangxiao si,,34.84928,94.94589,1949,
G3807,monastery,ཇོ་མོ་དགོན།,觉母寺,,,,,,,juemu si,,30.76667,99.03333,1399,
G1KR1649,monastery,ཤེལ་རི་དར་རྒྱས་གླིང་།,新日达杰林寺,,,,ཤྲཱི་དགའ་ལྡན་དར་རྒྱས་གླིང་གྲྭ་ཚང་།,,shree gaden dhargay ling,,,29.48333,85.11667,1500,1650
